,cust_id,count_accts,cm_age,flag_top_ed_spender,flag_cust_fee_paid_6m,pre6m_cust_spend,pre6m_cust_roc_cnt,pre6m_cust_non_disc_amt,pre6m_cust_non_disc_cnt,pre6m_cust_disc_amt,pre6m_cust_disc_cnt,pre6m_cust_outbound_amt,pre6m_cust_online_amt,pre6m_cust_online_cnt,pre6m_cust_travel_amt,pre6m_cust_travel_cnt,pre6m_cust_retail_amt,pre6m_cust_retail_cnt,pre6m_cust_myca_active,pre6m_cust_mob_logins,pre6m_total_mc_trs,acq_sub_chn,acq_type_grp,fee_type_grp,Cust_tenure,pre6m_spend_active_ind,highly_utilized_ind,min_pay_ind,paid_in_full_ind,sum_total_line_amt,direct_debit_ind,referrals,spillover,self_accts,Customer Low Quality indicator,cdss_most_rcnt_prob,cust_max_credit_12m_amt,cust_max_remit_12m_amt,cbr_3_score,cnsumr_chrg_actv_cust_cnt,cnsumr_chrg_avg_credit_12m_amt,cnsumr_lend_actv_cust_cnt,cnsumr_lend_tot_util_ratio,sow_revol_avg_paydown_pct,sow_tot_annual_ext_pmt_amt,sow_tot_revol_bal_amt,sow_tot_revol_cnt,sow_tot_trans_bal_amt,sow_tot_trans_cnt
3686,573672,2,34,0.0,1,4084,882,1670,326,2415,556,215.0,1052,272,794.0,240,1710,348,15,37,167.0,In House,others,full_fee,24.0,1.0,1.0,0.0,0.0,22200,1.0,1.0,1.0,0.0,0.0,0.008,944.0,935.0,981.0,0.0,,2.0,0.609891,0.0245,125.0,829.0,2.0,,0.0
3687,573673,2,35,0.0,1,13672,958,1046,116,12627,842,5773,6336,724,7298,372,2481,242,15,109,309.0,MGM,external,full_fee,22.0,1.0,1.0,0.0,0.0,48667,0.0,0.0,0.0,0.0,0.0,0.01,3875,3875,915.0,0.0,,2.0,0.26616100000000004,0.0,,,0.0,,0.0
3688,573674,2,36,1.0,0,7561,876,569.0,188,6993,688,336.0,2073,216,1804,248,3831,268,9,39,283,MGM,spillover,full_fee,9.0,1.0,0.0,0.0,0.0,13333,0.0,2.0,1.0,0.0,0.0,0.0,1695,1517,1312.0,1.0,317.0,1.0,0.078475,0.0,16260,,0.0,221.0,4.0
3689,573675,1,63,0.0,0,2206,28,54.0,2,2152,26,54.0,1994,36,1909,16,176.0,6,7,7,0,Unreferred,external,no_fee,63.0,1.0,0.0,0.0,1.0,26800,1.0,0.0,0.0,0.0,0.0,0.0,518.0,518.0,1376.0,0.0,,1.0,0.0,0.0,2188,,0.0,66.0,2.0
3690,573676,2,40,1.0,1,4954,1048,1067,476,3887,572,935.0,2813,348,1656,236,2458,540,15,63,25.0,MGM,external,full_fee,35.0,1.0,0.0,0.0,0.0,24800,0.0,0.0,0.0,0.0,0.0,0.0,989.0,971.0,1327.0,1.0,22.0,1.0,0.296246,0.0,998.0,,0.0,37.0,2.0
3691,573677,1,37,1.0,0,1509,158,506.0,102,1003,56,72.0,655.0,20,63.0,2,674.0,100,4,4,29,,,no_fee,2.0,1.0,0.0,0.0,0.0,11600,1.0,0.0,0.0,0.0,0.0,0.001,524.0,439.0,1156.0,0.0,,1.0,0.060197,0.0,1223,,0.0,1130,2.0
3692,573678,1,41,1.0,0,9487,534,3814,268,5674,266,405.0,2678,168,1810,16,5476,298,6,6,3.0,Partner,external,no_fee,15.0,1.0,0.0,0.0,1.0,27600,0.0,0.0,0.0,0.0,0.0,0.0,1943,1943,0.0,0.0,,1.0,0.12528499999999998,0.0,11491,,0.0,,3.0
3693,573679,1,35,1.0,0,3264,502,1616,242,1648,260,192.0,797.0,184,515.0,22,1588,266,7,9,15,Direct,external,reduced_fee,10.0,1.0,0.0,0.0,1.0,40000,1.0,2.0,0.0,0.0,0.0,0.0,734.0,734.0,1281.0,0.0,,1.0,0.108326,0.0,2900,,0.0,,0.0
3694,573680,1,29,0.0,0,3483,698,458.0,108,3025,590,972.0,1860,200,275.0,92,1815,174,5,8,47,MGM,external,reduced_fee,5.0,1.0,1.0,0.0,1.0,5000,1.0,3.0,0.0,0.0,0.0,0.0,612.0,611.0,1140.0,0.0,,1.0,0.6402260000000001,0.0,785.0,,0.0,199.0,2.0
3695,573681,1,46,1.0,1,4494,176,507.0,66,3987,110,1599,3370,88,3260,28,779.0,98,5,9,107,MGM,external,full_fee,2.0,1.0,0.0,0.0,0.0,20000,1.0,0.0,0.0,0.0,0.0,0.0,1667,1667,1088.0,0.0,,1.0,0.091352,0.0,,,0.0,,0.0
3696,573682,2,78,0.0,0,4710,58,385.0,14,4326,44,4.0,3275,68,3235,18,814.0,24,11,67,92.0,MGM,spillover,no_fee,8.0,1.0,1.0,0.0,0.0,45333,0.0,8.0,7.0,0.0,1.0,0.25,927.0,927.0,1030.0,1.0,82.0,1.0,0.960226,0.0141,22790,9999,3.0,4264,2.0
3697,573683,1,32,0.0,0,5029,238,1037,44,3993,194,257.0,3027,236,1706,32,1285,114,9,15,9.0,Unreferred,external,no_fee,39.0,1.0,0.0,0.0,1.0,36267,1.0,0.0,0.0,0.0,0.0,0.0,938.0,938.0,1148.0,0.0,,1.0,0.028423,0.0,1.0,,0.0,,0.0
3698,573684,4,28,1.0,1,18821,1024,459.0,140,18363,884,13117,3286,908,860.0,378,4200,352,27,1879,194.0,Unreferred,spillover,full_fee,6.0,1.0,0.0,0.0,1.0,44667,1.0,4.0,2.0,1.0,0.0,0.006999999999999999,9748,9223,1197.0,1.0,5206,3.0,0.008775,0.0,,,0.0,,0.0
3699,573685,4,42,1.0,0,13680,340,8919,104,4762,236,183.0,2253,284,473.0,38,11953,204,23,251,139.0,Unreferred,spillover,reduced_fee,96.0,1.0,1.0,1.0,1.0,113467,0.0,0.0,0.0,0.0,0.0,0.012,4434,3005,1357.0,0.0,,4.0,0.17571900000000001,0.01,4333,1383,2.0,,2.0
3700,573686,1,47,0.0,1,1132,74,729.0,58,403.0,16,,238.0,8,181.0,4,364.0,28,4,4,38.0,Media,external,full_fee,54.0,1.0,0.0,0.0,1.0,25600,0.0,0.0,0.0,0.0,0.0,0.004,1094,1094,1064.0,0.0,,1.0,0.0,0.0881,537.0,719.0,2.0,,0.0
3701,573687,1,34,1.0,0,6962,712,769.0,152,6194,560,1403,3766,628,2043,146,3758,404,0,0,48.0,Unreferred,external,no_fee,32.0,1.0,0.0,0.0,0.0,55000,0.0,0.0,0.0,0.0,0.0,0.0,1637,1637,1331.0,0.0,,1.0,0.05099,0.1851,2258,2332,3.0,,0.0
3702,573688,1,35,1.0,1,4525,434,446.0,90,4080,344,587.0,2357,180,2606,90,672.0,104,7,12,108.0,MGM,external,reduced_fee,25.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1743,1697,1338.0,1.0,682.0,0.0,0.0,0.0,,,0.0,,0.0
3703,573689,1,31,0.0,0,1763,360,196.0,124,1567,236,493.0,1081,44,633.0,136,350.0,126,4,6,25.0,MGM,external,reduced_fee,11.0,1.0,0.0,0.0,1.0,46400,0.0,0.0,0.0,0.0,0.0,0.0,852.0,852.0,1277.0,0.0,,1.0,0.01796,0.0,,,0.0,,0.0
3704,573690,1,37,1.0,0,4379,814,659.0,222,3720,592,596.0,2226,288,2024,348,1059,194,3,3,21.0,Unreferred,external,no_fee,9.0,1.0,0.0,0.0,0.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,882.0,864.0,1262.0,0.0,,1.0,0.205566,0.0,,,0.0,,0.0
3705,573691,1,40,1.0,0,804.0,160,279.0,76,525.0,84,27.0,318.0,16,351.0,16,240.0,74,0,0,8.0,MGM,spillover,reduced_fee,2.0,1.0,0.0,0.0,0.0,13333,1.0,2.0,2.0,0.0,0.0,0.0,1300,1300,1376.0,0.0,187.0,1.0,0.07498300000000001,0.0,248.0,,0.0,,2.0
3706,573692,1,33,0.0,0,1098,64,29.0,6,1069,58,211.0,891.0,108,631.0,16,347.0,34,0,0,4.0,MGM,external,no_fee,13.0,1.0,0.0,0.0,1.0,8000,0.0,0.0,0.0,0.0,0.0,0.001,384.0,384.0,951.0,0.0,,1.0,0.1752,0.0,,,0.0,,0.0
3707,573693,1,34,1.0,0,4553,652,625.0,226,3929,426,687.0,1802,172,1674,172,1820,318,5,9,63,MGM,external,no_fee,5.0,1.0,0.0,0.0,0.0,16667,0.0,2.0,0.0,0.0,0.0,0.0,1053,895.0,1277.0,0.0,,1.0,0.301228,0.0,881.0,,0.0,190.0,2.0
3708,573694,1,31,1.0,0,19.0,2,,0,19.0,2,,,0,,0,19.0,2,4,4,0.0,MGM,external,reduced_fee,1.0,0.0,0.0,0.0,0.0,6133,0.0,0.0,0.0,0.0,0.0,0.004,,,0.0,0.0,,1.0,0.003693,0.0,,,0.0,,0.0
3709,573695,1,48,1.0,0,3642,138,745.0,52,2898,86,,1515,80,1371,30,1647,96,9,10,3.0,In House,others,full_fee,123.0,1.0,0.0,0.0,1.0,25600,0.0,0.0,0.0,0.0,0.0,0.0,690.0,690.0,1327.0,0.0,,1.0,0.077928,0.0,,,0.0,,0.0
3710,573696,1,46,1.0,0,7627,1006,1917,344,5710,662,240.0,3154,816,2670,116,2064,398,5,5,43.0,Affiliates,external,no_fee,98.0,1.0,0.0,0.0,1.0,54800,0.0,1.0,0.0,0.0,0.0,0.0,1571,1526,1353.0,0.0,,1.0,0.185953,0.0,13676,,0.0,503.0,3.0
3711,573697,1,47,0.0,0,5930,474,2066,336,3864,138,84.0,1041,88,2545,26,3133,380,4,4,58.0,MGM,external,full_fee,8.0,1.0,0.0,0.0,1.0,32000,1.0,0.0,0.0,0.0,0.0,0.0,2482,2482,1369.0,0.0,,1.0,0.051226999999999995,0.0,6062,,0.0,144.0,2.0
3712,573698,1,44,0.0,0,,0,,0,,0,,,0,,0,,0,0,0,1,Partner,external,no_fee,75.0,0.0,0.0,0.0,0.0,40000,1.0,0.0,0.0,0.0,0.0,0.0,,,1182.0,0.0,,1.0,0.0,0.0,8143,,0.0,171.0,3.0
3713,573699,1,31,0.0,1,6620,552,366.0,70,6254,482,573.0,3543,328,3742,154,1075,128,4,4,16,Unreferred,external,full_fee,50.0,1.0,0.0,0.0,1.0,56000,0.0,1.0,1.0,0.0,0.0,0.0,1863,1863,1376.0,0.0,,1.0,0.001434,0.0,,,0.0,,0.0
3714,573700,1,31,0.0,1,7000,236,319.0,52,6682,184,190.0,2500,144,5863,126,553.0,62,3,3,125.0,MGM,external,reduced_fee,30.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1586,1586,1350.0,1.0,686.0,0.0,0.0,0.0,,,0.0,,0.0
3715,573701,1,35,1.0,0,4619,468,1086,218,3533,250,281.0,1373,244,262.0,60,2447,226,4,4,43.0,Unreferred,external,reduced_fee,32.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.001,1653,1434,1331.0,1.0,684.0,0.0,0.0,0.0,,,0.0,,0.0
3716,573702,1,41,1.0,1,2202,114,871.0,48,1331,66,899.0,576.0,52,798.0,8,1214,76,6,12,130.0,In House,others,full_fee,3.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1246,1246,1376.0,1.0,663.0,0.0,0.0,0.0,,,0.0,,0.0
3717,573703,2,42,0.0,1,7093,476,2195,120,4898,356,539.0,2238,276,446.0,122,3193,114,15,65,37.0,In House,others,full_fee,26.0,1.0,0.0,0.0,1.0,100000,0.0,0.0,0.0,0.0,0.0,0.0,1553,1537,1376.0,0.0,,2.0,0.036525999999999996,0.0,,,0.0,,0.0
3718,573704,1,41,1.0,0,5985,1040,1392,248,4593,792,1157,2156,324,1302,286,2150,348,4,4,31.0,MGM,external,no_fee,14.0,1.0,0.0,0.0,1.0,56000,1.0,0.0,0.0,0.0,0.0,0.0,2208,2205,1331.0,0.0,,1.0,0.05570800000000001,0.0,,,0.0,,0.0
3719,573705,1,35,0.0,0,1233,142,485.0,40,747.0,102,23.0,164.0,44,26.0,10,554.0,68,4,5,2.0,MGM,external,no_fee,13.0,1.0,0.0,0.0,1.0,28000,1.0,0.0,0.0,0.0,0.0,0.0,438.0,423.0,1304.0,0.0,,1.0,0.048764,0.0,,,0.0,,0.0
3720,573706,1,34,1.0,0,1509,300,325.0,70,1185,230,330.0,904.0,168,32.0,24,805.0,134,4,67,23.0,Direct,external,reduced_fee,2.0,1.0,0.0,0.0,0.0,26667,0.0,0.0,0.0,0.0,0.0,0.001,,,1277.0,0.0,,1.0,0.059423000000000004,0.0,,,0.0,,0.0
3721,573707,1,34,0.0,0,3290,28,,0,3290,28,9.0,2513,28,2992,18,38.0,4,8,28,12,In House,others,no_fee,9.0,1.0,0.0,0.0,1.0,40000,0.0,0.0,0.0,0.0,0.0,0.001,1522,1522,1144.0,0.0,,1.0,0.0,0.0,5870,,0.0,173.0,2.0
3722,573708,1,31,1.0,0,3288,802,1311,278,1977,524,282.0,1212,304,267.0,244,1497,336,4,4,58,MGM,external,no_fee,7.0,1.0,0.0,0.0,1.0,20000,1.0,0.0,0.0,0.0,0.0,0.0,648.0,633.0,1270.0,0.0,,1.0,0.269642,0.0,,,0.0,,0.0
3723,573709,1,37,1.0,0,5288,298,1181,56,4107,242,210.0,4205,148,2837,6,727.0,104,7,9,28,MGM,external,no_fee,6.0,1.0,0.0,0.0,1.0,48000,1.0,0.0,0.0,0.0,0.0,0.0,2321,2321,1235.0,0.0,,1.0,0.05705,0.0,5670,,0.0,4.0,2.0
3724,573710,1,31,0.0,0,1536,264,113.0,40,1423,224,332.0,1101,196,361.0,60,127.0,42,0,0,25,MGM,external,reduced_fee,4.0,1.0,0.0,0.0,1.0,13333,1.0,0.0,0.0,0.0,0.0,0.0,289.0,289.0,957.0,0.0,,1.0,0.281538,0.0,,,0.0,,0.0
3725,573711,1,61,0.0,0,1069,52,701.0,32,368.0,20,118.0,271.0,16,220.0,14,754.0,28,4,7,13,Partner,external,no_fee,3.0,1.0,0.0,0.0,0.0,15000,0.0,0.0,0.0,0.0,0.0,0.0,118.0,,1372.0,0.0,,1.0,0.0,0.0,,,0.0,,0.0
3726,573712,1,33,0.0,0,180.0,4,,0,180.0,4,,180.0,8,180.0,4,,0,4,8,1,Partner,external,no_fee,2.0,1.0,0.0,0.0,0.0,10667,0.0,0.0,0.0,0.0,0.0,0.001,138.0,138.0,1006.0,0.0,,1.0,0.0,0.0,,,0.0,,0.0
3727,573713,1,42,1.0,0,137.0,22,73.0,8,64.0,14,32.0,41.0,12,17.0,4,56.0,12,3,3,2.0,Unreferred,external,no_fee,1.0,0.0,0.0,0.0,0.0,1333,0.0,0.0,0.0,0.0,0.0,0.025,,,877.0,0.0,,1.0,0.016045,0.0,,,0.0,,0.0
3728,573714,1,35,1.0,0,2896,962,511.0,260,2385,702,238.0,692.0,132,889.0,294,1096,326,0,0,19,MGM,external,no_fee,27.0,1.0,0.0,0.0,1.0,24000,1.0,2.0,0.0,0.0,0.0,0.0,740.0,709.0,1323.0,0.0,,1.0,0.092291,0.0,,,0.0,,0.0
3729,573715,1,61,0.0,0,9003,506,3223,200,5780,306,251.0,3305,224,1767,80,4852,238,0,0,132.0,Partner,external,full_fee,21.0,1.0,0.0,0.0,1.0,79200,1.0,0.0,0.0,0.0,0.0,0.14800000000000002,2667,1821,1076.0,0.0,,1.0,0.448726,0.0,1181,,0.0,107.0,2.0
3730,573716,1,30,1.0,0,8413,1190,391.0,162,8023,1028,1217,3450,244,2899,302,2622,300,4,4,41.0,Unreferred,external,no_fee,7.0,1.0,0.0,0.0,1.0,36000,1.0,1.0,0.0,0.0,0.0,0.0,3544,3518,1342.0,0.0,,1.0,0.097273,0.0,,,0.0,,0.0
3731,573717,3,58,1.0,1,3857,354,2219,294,1638,60,89.0,1481,80,189.0,12,1151,204,21,75,37.0,MGM,spillover,full_fee,55.0,1.0,0.0,0.0,1.0,68800,1.0,3.0,3.0,1.0,0.0,0.0,1136,1136,1372.0,1.0,,1.0,0.0157,0.0,,,0.0,,0.0
3732,573718,2,50,1.0,1,1531,154,512.0,90,1019,64,35.0,670.0,80,517.0,4,645.0,112,15,133,31,MGM,spillover,full_fee,7.0,1.0,0.0,0.0,1.0,76667,1.0,5.0,5.0,1.0,1.0,0.0,2206,2192,1327.0,0.0,29.0,2.0,0.030822000000000002,0.0,768.0,,0.0,,2.0
3733,573719,1,50,0.0,0,970.0,36,42.0,4,928.0,32,145.0,817.0,52,418.0,6,400.0,20,3,3,23,Affiliates,external,no_fee,1.0,0.0,0.0,0.0,0.0,8000,0.0,0.0,0.0,0.0,0.0,0.0,,,1129.0,0.0,,1.0,0.0,0.0,,,0.0,,0.0
3734,573720,1,33,1.0,0,5010,640,2561,288,2449,352,487.0,1472,432,802.0,56,3137,394,9,17,7.0,Affiliates,external,no_fee,26.0,1.0,0.0,0.0,0.0,40000,1.0,0.0,0.0,0.0,0.0,0.0,1691,1686,1293.0,0.0,,1.0,5.4000000000000005e-05,0.01,1034,1596,2.0,,0.0
3735,573721,1,29,1.0,0,2614,722,813.0,198,1801,524,148.0,950.0,188,588.0,320,1228,242,6,13,34,MGM,external,no_fee,7.0,1.0,0.0,0.0,1.0,13333,0.0,0.0,0.0,0.0,0.0,0.0,357.0,357.0,1209.0,0.0,,1.0,0.099328,0.0,,,0.0,,0.0
3736,573722,1,49,0.0,0,3267,78,437.0,26,2830,52,1584,1716,12,2501,32,369.0,22,0,0,38,Unreferred,external,full_fee,19.0,1.0,0.0,0.0,1.0,99200,1.0,1.0,0.0,0.0,0.0,0.0,869.0,869.0,1323.0,0.0,,1.0,0.0,0.3906,17506,27.0,2.0,157.0,2.0
3737,573723,1,44,0.0,1,2543,24,,0,2543,24,,2517,40,2517,20,16.0,2,6,60,165,Partner,external,full_fee,3.0,1.0,0.0,0.0,0.0,10000,0.0,0.0,0.0,0.0,0.0,0.005,926.0,926.0,1281.0,0.0,,1.0,-0.00325,0.0,,,0.0,,0.0
3738,573724,1,43,0.0,0,1164,24,1086,12,78.0,12,,44.0,12,44.0,6,1023,8,7,15,51,MGM,spillover,full_fee,7.0,1.0,0.0,0.0,1.0,30400,1.0,1.0,1.0,0.0,0.0,0.0,634.0,634.0,1369.0,0.0,,1.0,0.0,0.0,2010,,0.0,104.0,2.0
3739,573725,1,36,0.0,0,1630,150,330.0,36,1300,114,193.0,844.0,124,501.0,16,672.0,72,5,5,64.0,Unreferred,external,no_fee,27.0,1.0,0.0,0.0,0.0,28533,0.0,0.0,0.0,0.0,0.0,0.003,741.0,741.0,1346.0,0.0,,1.0,0.25006,0.0,,,0.0,,0.0
3740,573726,1,30,0.0,1,5717,686,727.0,240,4990,446,2405,3455,384,3506,144,1020,282,9,247,130.0,MGM,external,reduced_fee,26.0,1.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1745,1745,1182.0,1.0,562.0,0.0,0.0,0.0,,,0.0,,0.0
3741,573727,1,43,1.0,0,2410,198,400.0,88,2010,110,366.0,979.0,68,954.0,40,543.0,72,9,25,8.0,MGM,spillover,full_fee,11.0,1.0,0.0,0.0,1.0,36000,1.0,1.0,0.0,0.0,0.0,0.0,893.0,880.0,1372.0,0.0,,1.0,0.014693000000000001,0.0,1313,,0.0,86.0,2.0
3742,573728,1,43,1.0,0,2276,290,817.0,100,1459,190,519.0,727.0,200,277.0,36,1468,200,5,8,14,MGM,external,reduced_fee,5.0,1.0,0.0,0.0,1.0,14667,1.0,0.0,0.0,0.0,0.0,0.0,450.0,428.0,1300.0,0.0,,1.0,0.107903,0.0,,,0.0,,0.0
3743,573729,1,39,1.0,0,1580,216,1076,122,505.0,94,,689.0,44,20.0,16,999.0,152,4,4,0.0,Unreferred,external,no_fee,13.0,1.0,0.0,1.0,1.0,46400,0.0,0.0,0.0,0.0,0.0,0.008,689.0,457.0,1148.0,0.0,,1.0,0.0056549999999999994,0.2369,2452,941.0,3.0,,0.0
3744,573730,1,30,1.0,1,11709,824,5233,334,6477,490,337.0,6278,488,721.0,36,7349,362,4,10,13,Partner,spillover,full_fee,15.0,1.0,0.0,0.0,0.0,8000,0.0,1.0,0.0,0.0,0.0,0.001,2285,2265,1102.0,0.0,,1.0,0.142992,0.0,,,0.0,,0.0
3745,573731,1,48,1.0,0,6237,270,2520,102,3717,168,354.0,3834,268,2085,20,3364,188,6,7,23,Partner,external,no_fee,5.0,1.0,0.0,0.0,1.0,25000,0.0,0.0,0.0,0.0,0.0,0.0,1218,1218,1376.0,0.0,,1.0,0.0,0.0,4213,,0.0,967.0,3.0
3746,573732,1,43,1.0,0,2115,346,678.0,250,1437,96,,930.0,60,390.0,26,828.0,238,3,3,31,MGM,external,reduced_fee,4.0,1.0,0.0,0.0,0.0,26667,0.0,0.0,0.0,0.0,0.0,0.0,480.0,480.0,1274.0,0.0,,1.0,0.01895,0.0,,,0.0,,0.0
3747,573733,2,41,0.0,0,3128,214,405.0,78,2723,136,695.0,1504,140,1297,26,866.0,86,0,0,10.0,Unreferred,spillover,no_fee,40.0,1.0,0.0,0.0,1.0,52000,1.0,0.0,0.0,0.0,0.0,0.0,1516,1516,1376.0,0.0,,2.0,0.033763,0.0,2750,,0.0,177.0,2.0
3748,573734,2,67,0.0,0,6571,404,2881,266,3691,138,426.0,3845,164,2226,32,3260,276,13,19,108,Media,external,full_fee,49.0,1.0,0.0,0.0,1.0,99733,1.0,0.0,0.0,0.0,0.0,0.0,1148,1115,1353.0,0.0,,2.0,0.019923,0.0,,,0.0,,0.0
3749,573735,2,35,0.0,0,2912,226,567.0,124,2345,102,7.0,455.0,52,1746,40,369.0,98,13,83,267.0,In House,others,no_fee,31.0,1.0,1.0,0.0,0.0,63467,0.0,3.0,0.0,0.0,0.0,0.019,2545,2545,1133.0,0.0,791.0,2.0,0.193711,0.0222,31.0,1385,2.0,,0.0
3750,573736,1,30,0.0,1,3049,602,908.0,120,2141,482,309.0,1432,156,554.0,34,830.0,156,9,33,18,MGM,external,full_fee,7.0,1.0,0.0,0.0,1.0,25333,0.0,1.0,1.0,0.0,0.0,0.0,672.0,672.0,1274.0,0.0,,1.0,0.102868,0.0,,,0.0,,0.0
3751,573737,1,52,1.0,1,10123,962,2673,266,7451,696,1269,5442,1056,395.0,22,5719,614,4,4,54.0,Partner,external,full_fee,74.0,1.0,0.0,0.0,1.0,120000,1.0,0.0,0.0,0.0,0.0,0.0,7460,7375,1224.0,0.0,,1.0,0.192431,0.0,14138,,0.0,1787,2.0
3752,573738,1,53,0.0,1,1876,118,1373,84,503.0,34,,126.0,16,209.0,12,1573,98,3,3,140,Partner,external,full_fee,3.0,1.0,0.0,0.0,0.0,3000,0.0,0.0,0.0,0.0,0.0,0.004,648.0,648.0,927.0,0.0,,1.0,0.665933,0.0,,,0.0,,0.0
3753,573739,1,34,0.0,1,3512,758,320.0,72,3191,686,853.0,1516,544,1342,284,801.0,166,9,142,96.0,MGM,spillover,full_fee,13.0,1.0,0.0,0.0,1.0,70667,1.0,3.0,3.0,0.0,0.0,0.0,1895,1889,1228.0,1.0,245.0,0.0,0.0,0.0,,,0.0,,0.0
3754,573740,1,32,0.0,0,3272,964,553.0,156,2719,808,46.0,1071,100,932.0,138,906.0,200,4,4,7,Direct,external,full_fee,6.0,1.0,1.0,0.0,1.0,6000,1.0,0.0,0.0,0.0,0.0,0.004,721.0,721.0,898.0,0.0,,1.0,0.33102,0.0,,,0.0,,0.0
3755,573741,1,41,0.0,0,6535,340,674.0,18,5861,322,983.0,4455,540,95.0,4,2312,184,8,15,6.0,Unreferred,spillover,full_fee,96.0,1.0,0.0,0.0,1.0,62400,1.0,0.0,0.0,0.0,0.0,0.0,2040,2039,1346.0,0.0,,1.0,0.110024,0.0,,,0.0,,0.0
3756,573742,1,32,1.0,0,2743,844,430.0,210,2313,634,223.0,1175,392,1008,396,1001,270,9,27,5.0,MGM,external,no_fee,29.0,1.0,0.0,0.0,1.0,52000,1.0,0.0,0.0,0.0,0.0,0.0,757.0,750.0,1342.0,0.0,,1.0,0.037646,0.0,,,0.0,,0.0
3757,573743,1,34,0.0,0,3350,186,865.0,60,2486,126,472.0,1593,152,516.0,14,1918,92,3,3,9,MGM,external,full_fee,9.0,1.0,0.0,0.0,1.0,24000,0.0,0.0,0.0,0.0,0.0,0.0,831.0,831.0,1350.0,0.0,,1.0,0.032608,0.3904,3900,291.0,3.0,,0.0
3758,573744,1,31,1.0,0,3650,844,679.0,244,2972,600,279.0,1779,176,1470,204,1062,282,8,11,2,Direct,external,reduced_fee,5.0,1.0,0.0,0.0,1.0,20000,1.0,0.0,0.0,0.0,0.0,0.0,855.0,854.0,1353.0,0.0,,1.0,0.098018,0.0,504.0,,0.0,,2.0
3759,573745,1,37,1.0,1,6121,380,768.0,98,5353,282,1400,3328,128,4096,156,1459,136,5,5,83,MGM,external,full_fee,5.0,1.0,1.0,0.0,0.0,4333,0.0,0.0,0.0,0.0,0.0,0.001,1855,1855,916.0,0.0,,1.0,0.004325,0.0,,,0.0,,0.0
3760,573746,1,31,0.0,0,4017,512,790.0,126,3228,386,235.0,1295,372,165.0,38,1362,190,0,0,41.0,MGM,external,reduced_fee,11.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1048,1027,952.0,1.0,469.0,0.0,0.0,0.0,,,0.0,,0.0
3761,573747,1,59,1.0,0,1292,224,353.0,44,939.0,180,,89.0,8,144.0,106,525.0,50,6,6,32,MGM,external,no_fee,3.0,1.0,0.0,0.0,0.0,13200,1.0,0.0,0.0,0.0,0.0,0.001,241.0,241.0,945.0,0.0,,1.0,0.0022719999999999997,0.0,,,0.0,,0.0
3762,573748,1,34,1.0,0,8745,542,2886,282,5859,260,216.0,5127,264,2856,24,3041,350,7,17,28.0,In House,others,full_fee,8.0,1.0,0.0,0.0,1.0,20000,1.0,1.0,0.0,0.0,0.0,0.0,1640,1521,1350.0,0.0,,1.0,0.306161,0.0,,,0.0,,0.0
3763,573749,1,31,0.0,0,1775,282,379.0,64,1397,218,812.0,426.0,108,374.0,48,961.0,158,4,6,13,Direct,external,reduced_fee,4.0,1.0,1.0,0.0,0.0,4000,0.0,0.0,0.0,0.0,0.0,0.017,457.0,439.0,942.0,0.0,,1.0,0.845166,0.0,,,0.0,,0.0
3764,573750,1,49,1.0,1,1767,22,21.0,4,1746,18,3.0,23.0,20,,0,1746,16,3,3,85,Paid Search,external,full_fee,2.0,1.0,1.0,0.0,0.0,4400,0.0,0.0,0.0,0.0,0.0,0.008,,,914.0,0.0,,1.0,0.90909,0.0,,,0.0,,0.0
3765,573751,1,35,1.0,0,7544,1262,471.0,116,7073,1146,2699,3263,808,2628,490,1848,290,9,47,121.0,MGM,spillover,reduced_fee,21.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1503,1487,1357.0,1.0,803.0,0.0,0.0,0.0252,385.0,1167,2.0,,0.0
3766,573752,1,32,0.0,0,1969,420,358.0,116,1612,304,283.0,239.0,120,499.0,44,885.0,194,8,14,17.0,MGM,external,reduced_fee,21.0,1.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.002,714.0,701.0,947.0,1.0,295.0,0.0,0.0,0.0,,,0.0,,0.0
3767,573753,3,38,0.0,0,1426,146,522.0,82,904.0,64,59.0,930.0,104,696.0,4,469.0,96,6,12,65,MGM,spillover,full_fee,4.0,1.0,0.0,0.0,1.0,20267,0.0,3.0,3.0,1.0,1.0,0.001,421.0,421.0,1334.0,1.0,,1.0,0.45944799999999997,0.01,,0.0,2.0,,0.0
3768,573754,2,33,1.0,0,2241,340,1008,142,1233,198,122.0,327.0,84,187.0,8,943.0,170,0,0,6,MGM,external,no_fee,13.0,1.0,0.0,0.0,1.0,30133,0.0,2.0,0.0,0.0,0.0,0.001,542.0,542.0,952.0,0.0,,2.0,0.052534000000000004,0.0,,,0.0,,0.0
